Work_Hours,Sleep_Hours,Result
5.157134284711978,6.901096787964483,1
2.2047342279683906,10.539823922911674,0
4.061788134613692,7.973333513095091,1
4.131810815176392,5.490735112229135,0
3.8032170830984997,7.461930419909222,0
4.904453939317979,8.090735809940384,1
3.170536785101816,6.780062808495859,0
3.6378355806058815,8.676738558120618,0
7.231420978331043,6.909511679061497,1
4.829605491075511,4.56704005258893,0
6.7098849182204034,9.306957598579448,1
5.182834999394571,7.632551598245097,1
4.73420011413228,6.0724519781099495,0
4.929286350210048,6.594268746010816,1
4.350520177006965,8.043004622711189,1
5.867822062965603,5.838478997830736,1
5.020173992717752,7.967922702627722,1
3.70085453527484,6.220015624233752,0
6.461641843096957,6.671858214406736,1
4.334797925469956,6.458985296925269,0
5.264515941168075,10.36795349555007,1
4.969151489039636,6.131584709712526,1
4.300686988803007,8.497157253993121,1
7.195332363303796,5.144532778096128,1
6.458807672405564,5.105699174724456,1
5.00343995302829,4.791895542815602,0
4.224668353888222,8.391770834179393,1
4.120541009415247,4.6761290579872865,0
4.066012125221843,8.134218139247617,1
4.382476532130313,6.3021479676546415,1
5.525481421377083,4.2968826680143675,0
5.546084342556355,6.4431097021188215,1
6.025135208881165,9.04124238056843,1
4.264513514194025,5.433446021603118,0
5.557938842396111,7.312662971189627,1
4.606230948383399,10.625239018882056,1
6.220376565600371,5.464779744309871,1
5.701460807818283,8.279831647204993,1
4.0474980686370365,6.317910660091075,0
5.439258185718341,8.398022305787535,1
6.321969206696491,7.836745121686551,1
4.951103896097483,6.901364768250098,1
4.330030032170693,3.3014387078764127,0
4.7634949530981086,7.023872757691427,1
4.675495089176636,10.235808438503419,1
5.989029234221485,5.210554007216763,1
3.8292626323204546,6.1511781765525,0
5.392462922513458,6.058169521283848,1
5.114534731371441,11.071603904808294,1
6.993523803460088,8.126891090966577,1
5.040619024185268,5.564170652087571,0
4.3926221727665435,6.219716834537299,0
4.045183486367242,8.259912553972708,1
4.414650843034337,7.702257272927071,1
5.548942301405792,7.948684739552188,1
6.851968859640401,6.554690680498927,1
5.563302672410309,7.239695607324409,1
3.8920602773475226,5.955656362880899,0
4.923564395134106,7.167673163537763,1
5.515815904020111,6.422482577407826,1
4.676390618740372,6.145855049526527,0
4.740289523542429,6.1374174517750895,0
5.020948534271387,7.463048098936431,1
3.831366454225739,8.57024046427605,0
3.272315519004105,8.030970765697784,0
3.7002618499926605,8.219535569177285,0
5.183209620020108,4.3402881630576395,0
6.6066650999977945,7.285468744725681,1
4.621331778998879,3.824129393943764,0
3.824369338134132,8.817878219530703,0
4.337030937010959,6.747554476168789,1
6.423010029745337,8.745230166649598,1
3.5984825265395264,6.342834986863105,0
3.525652918511116,5.986388402270379,0
4.918332396469309,6.873993881831619,1
5.218124556862245,6.36050850634256,1
4.485440836677667,7.413951372237093,1
5.471174655007385,7.427017756315186,1
2.598042444833218,3.6768962048853417,0
4.337759241262412,7.293597117776561,1
4.6535738401135545,8.042931405535365,1
3.722624685836898,10.059857620194505,0
5.885055693944911,9.85306928550036,1
4.412495769950644,10.657351393691737,1
5.423402933695874,4.355505899048044,0
4.323236996463848,6.347357033223274,1
6.294889986612762,7.042196209148398,1
6.092031977378735,3.9818083618460696,0
5.93433969030526,5.726424241969314,1
4.375573165505524,9.358598600379176,1
4.52810396079064,6.3298569637715545,1
4.571033649763899,7.373820853836057,1
3.6989306819250722,8.651726607949469,0
3.268222914055168,7.1141811767349346,0
4.221985905105861,8.389147702613982,1
5.496917829520633,10.148264194323573,1
4.627914275651688,7.646076999712326,1
3.1922571596227547,8.836949570350711,0
5.117396652870033,6.8148664494683695,1
4.637908054000009,9.365842461246089,1
6.7601290817898185,5.6240323434703985,1
5.977975845324912,7.992506360064192,1
4.5195519900725865,6.254417835113411,0
5.514511469012908,4.262414529170211,0
4.666752690811033,9.155990679786974,1
3.5201794559508546,6.76944993900352,0
4.533916708513181,6.240798401345069,1
4.479340631621729,6.825803385269074,1
4.779877202471547,9.29085222468329,1
4.037407917972683,7.415808108829375,1
6.3013675775211215,9.03441164682037,1
5.577153195462765,4.994293067586741,0
5.439255825224171,6.180647944635409,1
3.2226766897798393,7.827006507724635,0
6.794978698917583,6.0532941731056225,1
5.004298055587694,5.7111552368586995,0
4.141134439693058,7.418115896205451,1
5.341841243563112,10.310162680325927,1
4.307981191261285,7.47930575899199,1
5.370066010986788,9.37069719097289,1
4.792397928604276,11.180312785868503,1
6.220076161083569,8.30399747860581,1
3.592102899860534,4.848899845729267,0
4.621384216025818,8.984043552624053,1
4.330146545099033,7.591242596167588,1
5.0170568788193535,8.424752888981393,1
2.1425426732144195,6.978914247909836,0
4.829243962344274,6.266735659517107,1
4.330313110603955,9.46845286139164,1
4.629379637027591,8.109712230580202,1
3.5055919178847006,6.965875733917814,0
6.038468128007391,6.710376910522842,1
4.843795069175993,8.341958057860495,1
3.2731616182242407,7.068987184463951,0
4.710804153027871,9.491123563219837,1
5.789445774963298,5.096789596166273,0
3.942069931517606,6.786267477015297,0
4.529187327764448,9.950320224099375,1
2.7617916295369724,8.545364067429865,0
5.679383842640091,5.279189631432179,1
5.032921587173859,6.055667520827112,0
4.401627766647487,6.707168196926705,0
5.994945118179316,7.7640314735746765,1
5.924170899069865,5.300284929614225,1
4.596277374355421,7.452260396994485,1
5.4528645663904705,5.455304276093656,0
3.7174279001202093,5.995944529117599,0
3.505627554707207,6.488122424056131,0
6.495866155935155,7.797665484141391,1
4.0029342303703634,8.33088740232941,1
5.17842959988993,5.313754206680421,0
4.239270707448213,6.193164302047919,0
4.592955300197592,8.099204863799145,1
4.52348798091412,6.858885266050509,1
4.621035632440684,9.055345827000398,1
6.016607223093493,8.664633264183268,1
5.330203272595308,4.36119331967941,0
6.844930051201494,7.264743508798359,1
5.397133356522542,8.913584042941253,1
6.194142049298678,5.2822805456716955,0
3.855152128835253,7.1597665145857645,0
5.235068140313607,6.101735244659561,0
4.815344701401498,4.828211742540549,0
6.051392609397071,6.445723779654003,1
4.4691379077184,10.473777280230564,1
4.35371596102066,6.455284352434609,0
5.705302102886908,6.409708227019882,1
5.746423303441225,6.707323420808452,1
6.478833265111392,8.734619529325437,1
4.328555615743864,7.613083839418348,1
4.244357501236282,5.01951938449953,0
4.288064111547799,10.192867054955256,1
5.440865194251155,8.284360014559846,1
5.059076930556741,7.094100443373332,1
5.682067125708505,5.2500226859535095,1
6.190529526729623,10.079989830452547,1
5.8561519788714165,7.16219089024103,1
7.096603703209522,6.611355828483786,1
6.524116832947302,6.61112894170322,1
5.536907980354967,6.179561263258005,1
3.0750952051971394,4.681675452367329,0
4.632826028550306,8.902781538993858,1
5.460199334135812,8.466079620269305,1
4.268494644300507,6.663093937481731,1
5.242714444044347,5.1215054731117045,0
3.910102703035797,5.811719746404362,0
6.745341131607766,5.356984333413797,1
5.549834924375096,8.23748455169456,1
3.275978792022787,9.845233367578086,0
6.400921426766711,4.29108794077274,0
6.380956450235375,9.124980929352466,1
7.329591049185568,8.445960687996264,1
4.218277381103709,8.090921308090316,1
4.508762384442547,5.7072470654488905,0
6.123194908384916,9.909443472422076,1
5.091528244634925,7.354870528302541,1
3.454366646787345,7.112196789634066,0
5.951777093644505,8.029768961261185,1
4.552376980240393,7.5131307120554665,1
5.048895996525845,4.334772661993027,0
4.424892551481798,7.3916693246668475,1
6.175328475799149,7.087416587291695,1
5.544720359821471,7.991604009289288,1
4.792938423976423,7.49370475847198,1
5.2989832540874495,7.232868607139153,1
4.469266282161943,8.17458904865075,1
5.519415249574659,7.8188298523653454,1
5.946290169077116,8.559038801441254,1
4.903711732387625,7.988504778018866,1
6.303412059539996,8.87876676355329,1
5.381848042611043,5.413393228887744,1
4.890234566531004,6.834006576132614,1
4.472405207905451,7.265024928854114,1
5.446292958039378,8.03197165314185,1
3.323415717721658,8.448020418381057,0
4.302566640693315,6.341936624624826,0
5.898358181603455,5.976773952233323,1
4.040489404494359,5.9928240168831195,0
4.791784630249503,4.581785113120976,0
4.837563641598792,7.777286641253172,1
3.961446715016831,6.000092817624415,0
5.6408991630399115,5.0262081464487345,1
6.544868951352348,5.0448432086459825,1
6.5067761654942,5.114586719420027,1
3.4845280366713944,8.364174059888438,0
2.881788187388435,8.991156931648108,0
5.9731702578312635,8.331546769741216,1
3.573249526508654,9.288446964551706,0
6.128967365005291,7.025382900623143,1
5.227524001897461,7.972733876177853,1
5.701186711305722,5.959025155307874,1
7.2693264521681,6.121950077217522,1
4.818215489710252,3.8417830115308487,0
4.223187030085452,4.801879660551185,0
4.145313271481705,9.303663612134471,1
6.465768152476001,7.622841617132383,1
7.295032150750165,7.631549038654825,1
6.2340229987311275,8.412522920747822,1
5.9254448108437145,7.820807454577325,1
4.187524344670008,8.266765982918265,1
6.201144673098107,7.167143157812314,1
5.210475280236015,8.756763008723526,1
3.695591814386199,4.856523716006295,0
4.450231946018773,4.174319078983836,0
4.978785614690307,6.6647432124623345,1
5.099879053018999,8.455346411073451,1
5.485571481617156,8.184527383379773,1
5.629595549120112,8.834719123422703,1
6.267605126769137,5.7241989658970525,1
5.140551625249035,6.371383848294376,1
5.399441589031502,6.4934692570069545,1
5.980398149127725,4.374358548362151,0
5.771765946529365,5.8157659765090095,1
5.592010141667708,6.230372666562308,1
4.992612502978518,8.220245493968646,1
3.058712661363377,8.631043952995128,0
4.48971862331986,5.032690297047628,0
4.579757805105428,9.098471105022437,1
4.83729987600257,6.111301364867291,1
4.646479995823655,5.176412753091167,0
5.230535589010056,6.989608186964748,1
6.126348459528405,6.844237186805581,1
4.824321413810263,8.293820249283945,1
5.152689325736185,7.941169298334151,1
3.6171664326995474,5.831132795742743,0
6.31763783489764,5.721297940243195,1
6.061632286964012,7.197019074827074,1
5.1971015963970935,4.754817318923463,0
6.387490112412577,7.739349638269682,1
4.9308127405251945,8.741455152848253,1
6.133965965850032,7.282927772134806,1
5.682097937720388,6.686436782855258,1
3.120543379708019,7.267162454584794,0
3.365636374594312,9.48888630311318,0
4.490789657016452,7.907719455527157,1
4.48502513341074,5.8344073298830095,0
6.586861411067128,7.320427407676964,1
5.692579059689978,6.775449906367143,1
4.691596151023443,6.1899946030791435,0
3.8980398031850103,8.30567777097955,0
7.033493673304158,6.141961848505656,1
3.691281777210861,5.228434592362226,0
3.768348792135175,6.048800757846507,0
5.74346284783872,6.0368786992376515,1
4.088174612681475,7.803647198818528,1
6.610535327232263,5.415761930619183,1
4.450349967471811,9.569228431925671,1
3.0399478320095072,7.042946518963011,0
5.669736859552853,9.263805676746028,1
6.451321784176647,6.033482649003181,1
5.844940591616783,9.142385037016982,1
5.956848740433735,10.08558093014042,1
5.971498139071627,7.803758598339193,1
4.841873273059722,9.481004845290641,1
5.295330131338142,7.239997176622323,1
4.896408279283363,7.943266331955811,1
5.52702494580236,9.84373389246191,1
5.571524754684284,12.06855830523432,1
4.740218775366411,6.880809966074722,1
3.659586940331888,5.876989007115689,0
4.462409414042054,7.579430894517782,1
6.31045934803026,6.562867177172121,1
4.984226859059387,6.421188191181956,1
4.665149331856379,9.448225500488133,1
7.899105356115781,7.141703665947706,1
4.452710803996292,7.989877065874848,1
7.007809592062653,6.144536311936106,1
5.4911241652201355,6.439858993624128,1
6.051421653103872,7.827302818982347,1
6.0270702737495885,8.487401826724042,1
5.563370904231954,5.172255157191184,1
5.386058875801585,8.671793548216796,1
4.223646455856309,6.892123669532458,1
4.222621917195152,8.305539680981887,1
6.297020950240617,7.770837471526706,1
4.292688402978695,5.011766820247406,0
5.476237377292008,6.032909869028844,1
5.148181228006338,7.175302250117703,1
6.281970014930668,7.24363510661205,1
4.60280240822059,7.758789477054885,1
3.831542601401713,6.679796155725753,0
4.671794804854461,8.860634521648224,1
3.970802393739846,9.408504945128314,0
3.9569895484660362,8.42251186336204,0
4.443669603352562,5.746561665428466,0
3.3631758322073484,5.005202759695805,0
4.613465698449877,8.212005013103667,1
5.133333680782123,8.748247880439427,1
4.422723511875164,6.558062470776352,0
2.617837735072714,6.683679588835805,0
4.787289448026105,9.381441811532998,1
5.462291111640278,8.035258577594268,1
4.8056074470064445,6.091421367737108,0
4.3945865577183,7.1515531200574864,1
5.685570715807236,7.809905533785371,1
4.544606406168561,5.082227511036985,0
4.825137207906459,7.072021199367788,1
5.422976142871332,7.807179111222749,1
6.38190520266468,7.678855213617885,1
6.528205394429987,6.737036511617157,1
6.624410600068558,8.191856912906905,1
6.293337046768367,6.409343211807827,1
5.307088657615081,8.690053438689649,1
5.698798442033312,8.066875912562917,1
6.785076709549295,6.77297308245729,1
6.154742776754183,9.697249001474503,1
4.089626780130433,8.831319784565922,1
4.852960093257864,6.211980099127996,0
3.0242500844395943,5.490350341505687,0
4.167883029806864,6.401481077322117,0
4.737619476695699,7.2791288001565935,1
3.635410001329519,4.8981693640455894,0
4.840335136373372,6.474168984531835,1
5.131605767210827,7.5839606249060285,1
4.955509885960648,5.910893576229544,0
5.051177884788124,7.167166308006978,1
4.333092976010999,6.479500922501902,1
3.3622299211409494,7.103381770927014,0
5.522165675758704,6.977182697666307,1
5.633305889293637,8.343577842714433,1
6.157544298830197,9.259306369491146,1
6.6407445966338,6.649093201924579,1
5.1549687008657195,5.711651985812808,1
3.8001743096888925,6.495525060186178,0
5.080724654960363,4.7946932664659165,0
3.8030247167695626,9.128565373740532,0
5.301998089853533,9.273024263019057,1
5.10362000771712,5.2302824868390125,0
3.7787837190473637,7.288268936871503,0
3.473152317360471,6.075841713646314,0
4.693733840322822,7.478059543280075,1
2.190404244984241,6.380476384698573,0
2.4873509991043807,6.779018421917871,0
4.253910275667694,6.850304382096071,1
4.984830800117532,8.273873390358233,1
6.068655618581837,8.753708780820002,1
5.262797223612984,8.057071837788216,1
5.494480892403348,6.605286775437244,1
6.597497450603599,7.303736329250986,1
6.501516303437166,7.811585773719496,1
4.6478772037492,7.837057474211331,1
3.8540601180636527,6.980626732652059,0
